Country/Region,Province/State,Long,Lat,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020
Nigeria,,8.6753,9.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,8,8,9,20,25,25,33,35,44,44,51,58,70,85,91,99,128,152,159,166,170,188,188,197,197,208,222,239,255,255,307,319,351,351,400,417,481,534,601,679,745,778,902,959,1070,1180,1320,1472,1594,1644,1734,1840,1907,2007,2174,2263,2311,2385,2501,2592,2697,2856,3007,3122,3240,3329,3535,3696,3826,3959,4040,4206,4351,4494,4891,5101,5220,5349,5623,5967,6307,6581,6718,6879,7109,7338,7613,7822,8253,8625,9007,9402,9746,10152,10801,11069,11462,11665,11828,12108,12373,12546,12795,13103,13447,13671,13792,13999,14292,14633,14938,15105,15333,15677,15815,16061,16559,16948,17374,18203,18764,19004,19270,19565,20087,20308,20663,31851,32165,32430,32637,33044,33186,33346,33609,33943,34309,35998,36290,36497,36834,37051,37304,37569,37885,38767,38945,39257,39964,40281,40726,41017,41314,41513,41638,42010,42439,42627,42816,42922,43013,43231,43334,43610,43810,43998,44088,44152,44337,44430,47872,48092,48305,48431,48569,48674,48836,48985,49098,49606,49722,49794
North Macedonia,,21.7453,41.6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,12,12,17,17,20,20,23,30,30,35,37,41,41,41,44,86,98,121,139,164,179,200,224,272,301,337,374,500,553,589,627,738,807,852,945,992,1013,1057,1079,1099,1112,1136,1200,1205,1229,1235,1251,1267,1293,1301,1351,1367,1378,1387,1411,1422,1439,1453,1470,1486,1516,1535,1552,1569,1595,1605,1621,1632,1640,1646,1653,1658,1664,1682,1694,1705,1710,1723,1757,1803,1836,1863,1904,1926,1974,2048,2091,2166,2206,2236,2315,2427,2475,2598,2748,2876,2987,3027,3199,3324,3554,3624,3960,4080,4203,4326,4468,4565,4565,4676,4727,4810,4871,4940,5071,5071,5254,5357,5427,5564,5663,5931,6020,6554,6698,6882,6972,7108,7221,7480,7607,7622,7664,8087,8248,8487,8662,9030,9123,9174,9174,9513,9625,9752,9977,10052,10110,10150,10210,10507,10722,10933,11014,11062,11157,11525,11741,11965,12054,12149,12235,12486,12700,12754,12896,12994,13128,13184,13315,13418,13550,13635,13732,13792,13863,13949,14084,14186,14312,14422,14516,14581
Norway,,8.4689,60.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,12,13,13,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,7727,7727,7727,7727,7727,7727,7727,7727,7727,7727,7727,7727,7727,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8674,8674,8674,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8752,8857,8857,8857,8857,8857,8857,8857,8857,8857,8857,8857,8857,8857,8857,9150,9150,9150,9150,9150,9150,9150,9348,9348,9348,9348,9348,9348,9348,9348,9348,9348,9348,9348,9348,9348,9348,10371,10371,10371,10371,10371,10371,10371,10371,10371,10371,10371,10371,10371,10371,10371,11190,11190
Oman,,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,12,12,12,12,17,17,17,17,23,23,23,23,29,34,34,57,57,61,61,61,67,72,109,109,109,109,124,130,131,176,176,176,233,238,238,238,307,325,329,333,364,364,364,495,495,750,750,816,858,888,980,1025,1068,1117,1250,1250,1289,1303,1350,1436,1465,1496,1574,1661,1821,1821,1848,1933,1933,2067,2177,2177,2396,2396,2682,2682,2812,2845,3451,3451,3451,3451,3793,4152,5640,6623,7489,7530,8454,9533,11089,11797,13264,13974,14780,15552,16408,17279,17972,18520,19482,20363,21200,22422,23425,24162,25318,26169,26968,27917,29146,31000,32005,33021,34225,35255,36098,37257,37987,39038,40090,41450,42772,44004,45150,46608,47922,51349,53007,54061,55299,57028,58587,60240,61421,61421,61421,61421,61421,61421,69803,70910,72263,73481,74691,76124,76720,77072,77278,77427,77550,77680,77812,77977,78188,78386,78386,78386,78386,78912,79147,79409,79608,79608,79608,80459,80810,81024,81024,81828,81828,81828,82406,82805,82973,83115,83325,83325,83325,83771,83928,84113,84363,84648,84648,84648,85418,85781,86195,86482,86765,86765,86765,87801
Pakistan,,69.3451,30.3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,13,13,13,5,13,18,21,21,23,29,29,76,76,94,125,126,131,211,259,429,467,572,727,762,1028,1095,1378,1446,1645,1765,1832,1868,1970,2073,2156,2527,2755,2866,2936,3029,3233,3425,4315,4715,4817,5114,5635,5801,6464,6464,7530,7809,8063,8555,8812,8899,9695,10880,10880,11341,11922,12489,13101,14155,15201,16653,17198,17482,18314,19142,20231,22305,24131,25271,26083,27110,28923,30128,31198,32581,33465,35018,36308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,Azad Jammu and Kashmir,73.947253,34.027401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,237,237,242,254,264,290,302,312,317,336,348,350,366,390,395,446,465,520,539,550,557,686,686,686,690,741,788,828,860,894,942,978,1029,1049,1061,1061,1094,1174,1201,1254,1275,1328,1361,1409,1435,1435,1449,1482,1543,1583,1639,1639,1642,1731,1731,1804,1836,1854,1883,1883,1883,1915,1971,1971,1981,1989,2002,2002,2002,2043,2057,2066,2068,2070,2070,2071,2075,2090,2102,2115,2115,2115,2122,2150,2154,2162,2162,2175,2178,2190,2200,2205,2212,2212,2212,2212,2212,2231,2235,2241,2257,2265,2274,2282,2293,2297,2305,2314,2322
Pakistan,Balochistan,65.898403,28.328492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462,2673,2673,2722,2859,2916,3023,3051,3140,3289,3472,3650,3670,3694,3710,3737,3768,3810,3939,4197,4484,4764,5073,5073,5331,5885,6131,6432,6658,6931,7224,7421,7598,7812,7883,8002,8002,8313,8399,8688,9061,9381,9585,9818,9899,9901,9901,9976,10023,10080,10097,10116,10116,10136,10213,10213,10227,10258,10267,10304,10326,10372,10417,10458,10458,10461,10610,10956,10956,11153,11241,11273,11294,11310,11383,11383,11460,11510,11614,11636,11682,11701,11756,11794,11861,11861,11861,11861,11861,11861,11907,11907,12251,12272,12336,12412,12564,12658,12770,12851,12937,12969,13071,13150,13207,13384,13455,13512,13524,13547
Pakistan,Gilgit-Baltistan,74.982138,35.792146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,673,673,676,716,728,738,768,794,816,837,865,946,961,995,999,1027,1062,1099,1117,1128,1146,1173,1173,1185,1203,1224,1232,1272,1290,1303,1316,1319,1370,1376,1389,1389,1409,1460,1472,1481,1485,1498,1533,1548,1559,1559,1566,1613,1658,1693,1719,1719,1758,1801,1801,1820,1846,1861,1887,1902,1914,1955,2002,2002,2050,2103,2133,2133,2172,2194,2224,2235,2257,2276,2276,2314,2351,2389,2412,2435,2465,2466,2503,2557,2588,2597,2597,2635,2649,2686,2757,2744,2762,2789,2810,2845,2859,2894,2950,3013,3036,3056,3060,3088,3144,3161,3214,3229,3233
Pakistan,Islamabad,73.121219,33.665087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,1164,1164,1671,2037,2037,2439,2439,2770,2770,4380,4681,5012,5012,5424,5839,6529,6532,6916,7261,7261,7850,8264,8264,8610,9156,9403,9655,9939,10240,10441,10645,10883,11327,11327,11486,11486,11708,11836,11836,11912,12023,12023,12023,12139,12253,12253,12253,12377,12377,12377,12494,12494,12589,12678,12678,12732,12833,12833,12878,12914,12969,12995,13020,13020,13078,13100,13276,13276,13430,13612,13836,14101,14372,14621,14621,14684,14792,14884,14923,14936,14967,14975,15000,15056,15094,15120,15120,15154,15184,15213,15244,15270,15296,15327,15351,15392,15430,15453,15467,15483,15529,15557,15597,15629,15646,15676,15718,15755,15795
Pakistan,Khyber Pakhtunkhwa,72.09169,34.485332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631,3907,3907,4072,4539,4692,4922,5137,5441,5623,6063,6536,6869,9385,11097,11449,11804,12149,12348,12626,13067,13584,14715,14715,15520,16428,16549,17266,18791,19503,20271,20762,21158,21312,21607,22260,22260,22873,24588,25006,25367,25582,25713,26607,26869,27017,27017,27119,27196,27724,28317,28450,28450,28978,29150,29150,29255,30057,30681,31447,31542,31612,31691,32248,32248,32317,32373,32450,32450,32522,32647,32711,32893,33300,33403,33403,33426,33449,33640,33709,33888,33926,33950,33978,34171,34225,34249,34249,34402,34428,34474,34703,34774,34865,34894,35067,35096,35181,35287,35450,35469,35500,35561,35613,35741,35788,35859,35893,35931,35951
Pakistan,Punjab,72.139132,30.811346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8643,9546,9546,17560,17710,17730,17780,17825,17892,17964,18692,19100,19580,19935,20262,21009,21340,25162,26062,27147,27488,28266,33786,33786,42854,45122,47054,50916,51450,52641,53836,55175,58023,63977,64148,64247,64247,65009,65436,65689,66021,66425,66802,68439,81241,81250,81250,81260,81265,82512,82520,82526,82526,82552,82575,82575,85180,85232,86085,86240,86266,86273,86289,86389,86389,86404,86424,88698,88698,88861,90150,90210,90233,91134,91161,91161,92289,92301,92393,92421,92449,92471,92481,92499,92525,92539,92552,92552,93576,93589,93601,94244,94258,94268,94453,94505,94526,94693,94721,94739,94756,94773,94952,94971,95159,95173,95191,95295,95314,95421
Pakistan,Sindh,68.776807,26.009446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19896,22047,22047,23113,25606,28023,29245,29693,31034,32725,34112,36278,37044,38401,39429,40740,41992,43444,44523,45616,46824,48527,49926,49926,50908,53165,53855,54676,56373,57627,59165,60439,61958,63829,65420,70292,70292,88103,91383,92037,92934,94297,96226,100002,103491,104019,104019,107403,108480,108989,109544,110233,110233,110922,111249,111249,113268,113996,114518,114965,115415,115741,115984,117972,117972,118924,119025,119572,119572,119849,120241,120493,120757,120876,121915,121915,122181,122461,122551,122734,122835,122902,122939,123074,123605,123807,124012,124012,126213,126268,126435,126603,126704,126861,127418,127449,127626,127727,127813,127991,128145,128239,128407,128494,128810,128964,129101,129396,129546,129753
Panama,,-80.7821,8.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,4,9,9,9,10,13,13,13,14,16,16,16,17,23,29,61,72,75,98,122,140,165,204,231,271,319,338,338,455,455,527,576,622,641,641,641,823,859,886,886,4501,4687,4687,6021,6067,6080,6080,6080,6081,6081,6194,6194,6245,6275,6279,6279,6279,6379,7379,7379,7540,9414,9514,9514,9514,9519,9619,9719,10118,10218,10401,10561,10977,10977,13759,13759,13766,13766,13774,13774,13782,14359,14359,14359,14664,14694,14794,14800,15270,15370,15470,15595,15745,15945,16445,16945,17761,17986,18036,18726,19469,20437,21426,22170,23039,23919,24667,25417,25842,26520,27494,28482,29164,30075,31122,31828,32704,33428,34131,35086,36181,37316,38218,39166,40081,41038,42093,43330,44792,45658,46675,47484,48748,49510,50665,51597,52210,52886,53857,55001,55845,57191,58274,59174,59722,60528,61420,62185,62759,63595,63996,64602,65119,65747,66173,66974,67487,68198,68742,69223,69661,70247,70751,71419,72203,72858,73476,74107,74782,75592,76787,77881,79093,80190,81365,82320,83318,84437,85494,86158,86796,87215
Papua New Guinea,,143.9555,-6.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,34,34,34,34,44,53,53,53,53,53,71,78,78,78,78,110,110,110,110,198,198,198,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,516,516,516,516
Paraguay,,-58.4438,-23.4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,6,12,12,12,15,15,18,18,18,22,22,22,23,30,30,35,41,46,53,62,67,78,85,85,93,102,102,113,115,119,126,130,135,142,148,152,155,165,170,173,182,184,193,198,202,219,230,242,256,264,298,307,344,382,392,402,413,466,477,488,498,511,511,516,532,575,603,604,619,624,633,647,650,673,699,711,717,741,791,871,903,926,944,976,1013,1045,1065,1080,1089,1102,1108,1113,1134,1166,1180,1193,1212,1229,1256,1261,1275,1293,1308,1338,1379,1481,1643,1918,2171,2307,2391,2487,2596,2679,2794,2905,3039,3169,3250,3548,3786,3966,4249,4645,4839,4974,5123,5181,5222,5276,5326,5384,5516,5657,5841,6034,6210,6402,6582,6783,7007,7197,7417,7649,7883,8134,8348,8595,8854,9146,9421,9721,9981,10251,10523,10810,11133,11524,11920,12309,12729,13181,13679,14288,14814,15261,15740,16313,16921,17535,18117,18629,19257,19867,20502,21117,21757,22419
Peru,,-75.0152,-9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,14,16,16,16,53,394,394,537,537,914,989,997,1301,1333,1438,1569,1739,1798,2642,2869,3108,6120,6541,6684,6811,6968,6982,7027,7422,7496,7797,8088,8425,9179,10037,10405,11129,12434,13550,14427,15413,17527,18388,19012,20246,21349,22406,23324,24324,25151,27147,28272,28621,30306,36524,41968,43587,44848,47915,49795,50949,52906,56169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Amazonas,-78.050172,-5.077253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Ancash,-77.671795,-9.407125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Apurimac,-72.975378,-14.027713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Arequipa,-72.475539,-15.843524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
